Sex,Embarked_Q,Title_Mrs,Pclass_1,Pclass_2,Transformed_Age,Transformed_Fare
0,0.0,0.0,0.0,0.0,16.36,2.71
0,0.0,0.0,0.0,1.0,4.49,4.64
1,0.0,0.0,1.0,0.0,22.8,4.67
0,0.0,0.0,1.0,0.0,16.36,7.8
1,0.0,0.0,0.0,0.0,14.3,3.56
0,0.0,0.0,1.0,0.0,12.63,5.96
0,0.0,0.0,1.0,0.0,19.01,6.79
0,0.0,0.0,0.0,0.0,5.72,4.99
0,0.0,0.0,0.0,0.0,6.89,4.99
1,0.0,0.0,0.0,1.0,17.26,4.63
1,0.0,0.0,1.0,0.0,24.83,7.8
1,0.0,0.0,1.0,0.0,30.26,4.63
0,0.0,1.0,0.0,1.0,11.15,4.63
1,0.0,0.0,0.0,1.0,17.26,3.48
1,0.0,0.0,0.0,0.0,17.7,4.18
1,0.0,0.0,0.0,1.0,5.11,5.32
1,0.0,0.0,1.0,0.0,10.13,7.91
1,0.0,0.0,0.0,1.0,14.99,4.63
1,1.0,0.0,0.0,0.0,15.68,2.56
1,0.0,0.0,0.0,0.0,12.63,2.44
0,0.0,0.0,0.0,0.0,12.63,2.55
1,0.0,0.0,1.0,0.0,29.51,4.67
0,0.0,0.0,1.0,0.0,24.02,5.48
1,0.0,0.0,1.0,0.0,20.3,9.93
0,0.0,1.0,1.0,0.0,20.3,7.07
0,0.0,1.0,0.0,0.0,19.01,3.88
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,0.0,20.72,2.57
1,0.0,0.0,0.0,1.0,15.45,3.43
1,0.0,0.0,0.0,0.0,14.3,2.6
0,0.0,0.0,0.0,0.0,13.59,2.6
1,0.0,0.0,0.0,0.0,13.59,4.48
1,0.0,0.0,0.0,0.0,11.15,2.57
0,0.0,1.0,0.0,0.0,15.91,4.23
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,0.0,0.0,17.26,2.56
1,0.0,0.0,0.0,1.0,29.51,3.02
0,0.0,1.0,1.0,0.0,26.02,6.05
1,0.0,0.0,1.0,0.0,19.01,4.66
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,0.0,0.0,9.61,2.6
1,0.0,0.0,0.0,0.0,11.15,3.56
0,0.0,0.0,0.0,1.0,18.14,3.37
0,0.0,1.0,1.0,0.0,20.3,6.24
0,0.0,1.0,0.0,0.0,22.8,3.55
1,0.0,0.0,0.0,0.0,17.26,2.58
0,0.0,0.0,0.0,1.0,14.06,4.91
0,0.0,1.0,1.0,0.0,20.3,7.91
1,0.0,0.0,0.0,1.0,26.41,4.63
1,0.0,0.0,1.0,0.0,19.01,5.51
1,0.0,0.0,0.0,0.0,14.41,2.72
0,0.0,0.0,1.0,0.0,10.64,7.07
1,0.0,0.0,0.0,1.0,23.62,3.61
1,0.0,0.0,1.0,0.0,28.74,7.06
1,0.0,0.0,0.0,0.0,12.63,2.6
1,0.0,0.0,0.0,0.0,14.3,2.6
1,0.0,0.0,0.0,0.0,18.58,2.42
0,0.0,1.0,1.0,0.0,25.62,7.03
1,0.0,0.0,0.0,0.0,23.62,2.44
0,1.0,0.0,0.0,0.0,15.45,2.54
1,0.0,0.0,0.0,1.0,19.44,4.63
1,0.0,0.0,0.0,0.0,19.01,4.48
0,0.0,0.0,0.0,1.0,15.45,5.1
1,0.0,0.0,0.0,0.0,24.42,-4.15
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,1.0,0.0,24.42,6.28
0,0.0,1.0,0.0,1.0,13.59,4.7
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,1.0,0.0,23.41,5.63
1,0.0,0.0,0.0,0.0,22.39,2.6
1,0.0,0.0,1.0,0.0,18.58,4.67
1,0.0,0.0,0.0,0.0,19.01,3.68
1,0.0,0.0,0.0,0.0,16.36,2.57
1,0.0,0.0,1.0,0.0,14.99,4.94
0,0.0,1.0,0.0,1.0,12.63,5.58
0,0.0,0.0,1.0,0.0,20.72,8.78
0,0.0,1.0,0.0,0.0,20.3,4.99
1,0.0,0.0,0.0,0.0,14.3,2.4
0,1.0,0.0,0.0,0.0,16.36,3.67
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,0.0,18.58,2.6
0,0.0,0.0,0.0,1.0,13.59,6.58
1,0.0,0.0,0.0,0.0,18.14,3.54
0,0.0,1.0,0.0,0.0,14.53,3.74
0,0.0,0.0,0.0,1.0,2.47,5.45
1,0.0,0.0,0.0,1.0,14.53,3.02
1,0.0,0.0,0.0,0.0,14.99,3.55
1,0.0,0.0,1.0,0.0,21.56,6.1
1,0.0,0.0,0.0,0.0,11.65,3.7
1,0.0,0.0,0.0,0.0,12.14,2.56
1,0.0,0.0,0.0,0.0,12.14,3.74
1,0.0,0.0,1.0,0.0,29.12,5.06
1,1.0,0.0,0.0,1.0,27.58,3.28
0,0.0,0.0,1.0,0.0,12.14,7.02
1,0.0,0.0,0.0,0.0,14.53,2.57
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,1.0,0.0,36.15,4.91
1,0.0,0.0,0.0,0.0,25.22,2.4
1,0.0,0.0,1.0,0.0,17.26,4.94
1,0.0,0.0,1.0,0.0,23.41,-4.15
0,0.0,0.0,0.0,0.0,5.72,4.76
0,0.0,0.0,0.0,1.0,15.45,3.37
1,0.0,0.0,0.0,0.0,17.26,2.58
1,0.0,0.0,0.0,1.0,16.81,4.64
0,0.0,1.0,0.0,0.0,21.14,5.48
1,0.0,0.0,0.0,0.0,14.99,3.74
1,0.0,0.0,0.0,0.0,11.65,2.56
0,0.0,0.0,1.0,0.0,13.59,6.74
0,0.0,0.0,0.0,0.0,0.91,4.76
1,0.0,0.0,0.0,0.0,15.91,6.26
0,0.0,0.0,0.0,0.0,-0.26,4.06
1,0.0,0.0,1.0,0.0,24.02,6.98
1,0.0,0.0,0.0,0.0,11.15,2.57
1,0.0,0.0,1.0,0.0,27.2,5.25
1,0.0,0.0,0.0,0.0,14.3,2.5
0,0.0,0.0,0.0,0.0,13.11,2.5
1,0.0,0.0,0.0,0.0,14.3,2.57
0,0.0,0.0,0.0,1.0,10.64,4.39
1,0.0,0.0,0.0,0.0,12.14,2.67
0,1.0,0.0,0.0,0.0,12.63,2.56
0,1.0,0.0,0.0,0.0,10.64,2.33
1,0.0,0.0,0.0,1.0,13.59,6.88
1,0.0,0.0,0.0,0.0,14.3,2.57
0,1.0,1.0,0.0,0.0,17.26,3.67
1,0.0,0.0,0.0,1.0,13.11,3.37
1,0.0,0.0,1.0,0.0,27.97,7.96
1,0.0,0.0,1.0,0.0,24.83,8.4
1,0.0,0.0,0.0,0.0,20.72,2.44
1,0.0,0.0,1.0,0.0,23.62,4.6
1,0.0,0.0,0.0,0.0,19.01,2.49
1,0.0,0.0,0.0,0.0,11.65,2.58
1,0.0,0.0,0.0,1.0,17.26,6.88
1,0.0,0.0,0.0,1.0,14.06,3.37
1,0.0,0.0,0.0,0.0,14.3,2.55
1,0.0,0.0,0.0,0.0,21.97,2.6
0,0.0,1.0,1.0,0.0,18.58,6.07
0,0.0,1.0,0.0,1.0,20.72,5.45
1,0.0,0.0,1.0,0.0,16.81,6.07
1,0.0,0.0,0.0,1.0,32.51,3.02
1,0.0,0.0,0.0,1.0,16.81,3.37
1,0.0,0.0,0.0,1.0,15.45,-4.15
1,0.0,0.0,0.0,0.0,10.64,2.55
1,0.0,0.0,0.0,0.0,13.82,2.6
0,0.0,0.0,0.0,0.0,10.64,2.91
0,0.0,1.0,0.0,0.0,21.97,5.84
1,0.0,0.0,1.0,0.0,19.01,12.6
0,1.0,0.0,0.0,0.0,12.14,2.62
1,0.0,0.0,1.0,0.0,14.99,6.98
1,0.0,0.0,0.0,0.0,11.65,2.81
1,0.0,0.0,0.0,0.0,8.55,5.84
1,0.0,0.0,0.0,1.0,28.74,5.45
1,0.0,0.0,0.0,1.0,14.06,5.58
1,0.0,0.0,0.0,0.0,8.55,5.48
1,0.0,0.0,0.0,0.0,11.15,2.97
1,0.0,0.0,0.0,0.0,10.64,2.55
0,0.0,0.0,1.0,0.0,9.09,9.71
1,0.0,0.0,1.0,0.0,16.81,6.28
0,0.0,0.0,0.0,0.0,2.47,3.42
1,0.0,0.0,0.0,0.0,15.91,6.26
1,0.0,0.0,0.0,0.0,14.06,2.44
1,0.0,0.0,1.0,0.0,28.74,4.67
1,0.0,0.0,0.0,1.0,25.62,3.43
1,0.0,0.0,0.0,0.0,22.39,2.6
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,1.0,0.0,24.42,7.91
1,0.0,0.0,0.0,0.0,21.56,2.52
0,0.0,1.0,1.0,0.0,10.64,9.93
1,0.0,0.0,1.0,0.0,18.58,4.65
0,0.0,0.0,0.0,0.0,10.64,3.55
1,1.0,0.0,0.0,0.0,14.06,2.54
1,0.0,0.0,0.0,0.0,14.53,2.56
1,0.0,0.0,0.0,1.0,20.3,4.63
0,0.0,1.0,0.0,1.0,22.8,3.43
1,0.0,0.0,1.0,0.0,21.56,4.65
0,0.0,0.0,1.0,0.0,12.63,8.75
1,0.0,0.0,0.0,0.0,2.47,3.64
0,0.0,0.0,1.0,0.0,13.59,5.96
1,0.0,0.0,1.0,0.0,23.41,4.67
1,0.0,0.0,1.0,0.0,24.02,6.07
1,0.0,0.0,0.0,0.0,15.91,2.85
1,0.0,0.0,0.0,1.0,25.62,3.37
1,0.0,0.0,0.0,0.0,11.15,2.52
0,0.0,0.0,1.0,0.0,19.87,9.93
0,0.0,0.0,0.0,1.0,14.99,3.02
1,1.0,0.0,0.0,0.0,15.68,3.67
1,0.0,0.0,0.0,0.0,17.7,2.55
0,0.0,0.0,0.0,1.0,3.84,5.1
1,0.0,0.0,0.0,0.0,10.13,2.4
1,0.0,0.0,0.0,1.0,18.14,3.37
1,0.0,0.0,0.0,1.0,24.83,3.37
1,0.0,0.0,1.0,0.0,14.99,6.12
1,0.0,0.0,0.0,0.0,11.65,2.71
0,0.0,1.0,0.0,1.0,16.36,4.22
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,0.0,1.0,14.06,4.63
0,0.0,0.0,0.0,0.0,14.06,2.58
0,0.0,0.0,1.0,0.0,15.91,9.71
1,0.0,0.0,0.0,0.0,6.89,4.02
1,0.0,0.0,0.0,1.0,15.45,-4.15
1,0.0,0.0,0.0,1.0,13.11,3.37
1,0.0,0.0,0.0,1.0,13.11,3.37
1,0.0,0.0,0.0,0.0,15.68,3.74
0,0.0,1.0,0.0,0.0,24.02,5.18
1,0.0,0.0,1.0,0.0,18.58,12.6
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,1.0,0.0,19.01,4.91
1,0.0,0.0,1.0,0.0,19.01,7.05
0,0.0,0.0,1.0,0.0,12.14,10.37
1,0.0,0.0,0.0,0.0,13.59,3.74
1,0.0,0.0,0.0,0.0,16.81,2.58
1,0.0,0.0,1.0,0.0,32.51,6.79
1,0.0,0.0,0.0,0.0,9.61,4.15
0,0.0,0.0,0.0,1.0,16.36,3.37
1,0.0,0.0,1.0,0.0,11.15,6.12
1,1.0,0.0,0.0,0.0,16.81,2.54
0,0.0,0.0,0.0,1.0,2.47,4.39
1,0.0,0.0,0.0,0.0,3.84,3.3
1,0.0,0.0,0.0,0.0,17.7,2.86
1,0.0,0.0,0.0,0.0,13.11,2.57
0,0.0,1.0,0.0,1.0,24.02,6.58
1,0.0,0.0,0.0,1.0,-0.34,3.56
1,0.0,0.0,0.0,0.0,15.45,2.55
1,0.0,0.0,0.0,1.0,10.64,3.17
1,0.0,0.0,0.0,0.0,18.14,2.6
0,0.0,0.0,1.0,0.0,17.7,7.27
1,0.0,0.0,0.0,0.0,14.3,3.56
1,0.0,0.0,0.0,0.0,21.14,2.42
1,0.0,0.0,0.0,0.0,11.65,2.44
0,0.0,1.0,1.0,0.0,19.01,8.11
1,0.0,0.0,0.0,0.0,9.61,2.55
0,0.0,1.0,1.0,0.0,25.22,7.02
1,0.0,0.0,1.0,0.0,23.41,5.48
0,1.0,0.0,0.0,0.0,16.59,2.54
1,1.0,0.0,0.0,0.0,16.36,4.48
1,0.0,0.0,0.0,0.0,17.26,2.66
1,0.0,0.0,0.0,0.0,13.59,2.86
1,0.0,0.0,0.0,0.0,24.02,2.56
0,0.0,1.0,0.0,1.0,27.58,3.02
1,0.0,0.0,0.0,0.0,14.41,2.44
0,0.0,1.0,0.0,1.0,26.41,4.39
1,0.0,0.0,0.0,0.0,10.64,2.54
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,0.0,0.0,0.0,3.17,3.3
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,1.0,1.0,0.0,21.97,9.71
0,0.0,0.0,0.0,0.0,8.01,2.44
0,0.0,1.0,1.0,0.0,10.13,6.28
1,0.0,0.0,1.0,0.0,15.91,4.91
1,0.0,0.0,0.0,0.0,15.68,4.43
1,0.0,0.0,0.0,0.0,14.06,2.4
1,0.0,0.0,0.0,0.0,14.06,2.44
0,0.0,0.0,0.0,0.0,10.64,2.49
1,1.0,0.0,0.0,0.0,5.11,4.85
1,0.0,0.0,0.0,0.0,0.0,4.18
1,0.0,0.0,1.0,0.0,23.21,7.06
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,1.0,9.61,4.63
0,0.0,0.0,0.0,0.0,13.59,6.74
1,0.0,0.0,1.0,0.0,20.3,4.95
1,0.0,0.0,0.0,0.0,14.06,2.57
1,0.0,0.0,0.0,1.0,20.3,3.37
0,0.0,0.0,1.0,0.0,24.42,4.62
0,0.0,1.0,0.0,0.0,16.81,2.72
1,0.0,0.0,0.0,0.0,16.36,2.44
0,0.0,1.0,0.0,0.0,16.36,4.48
1,0.0,0.0,0.0,1.0,18.14,3.37
0,0.0,1.0,0.0,1.0,16.81,4.64
1,0.0,0.0,1.0,0.0,6.89,8.11
1,0.0,0.0,0.0,0.0,-0.63,2.69
1,0.0,0.0,0.0,0.0,14.99,2.38
1,0.0,0.0,0.0,0.0,16.81,2.55
1,0.0,0.0,1.0,0.0,20.3,-4.15
0,0.0,0.0,0.0,0.0,10.64,2.55
1,0.0,0.0,0.0,1.0,20.3,3.37
0,0.0,1.0,1.0,0.0,17.7,6.12
1,0.0,0.0,0.0,0.0,14.53,2.57
1,0.0,0.0,0.0,0.0,20.3,4.48
1,0.0,0.0,0.0,1.0,18.58,3.02
0,0.0,0.0,0.0,0.0,3.84,4.99
1,0.0,0.0,0.0,0.0,16.59,2.6
1,0.0,0.0,1.0,0.0,23.41,-4.15
0,0.0,0.0,0.0,0.0,13.11,2.58
1,0.0,0.0,0.0,1.0,16.81,5.34
1,0.0,0.0,0.0,0.0,21.97,2.27
1,0.0,0.0,0.0,0.0,6.31,4.76
0,0.0,1.0,1.0,0.0,25.62,7.47
1,0.0,0.0,0.0,0.0,14.99,2.71
1,0.0,0.0,1.0,0.0,19.87,-4.15
0,0.0,1.0,0.0,0.0,14.99,3.3
1,0.0,0.0,0.0,0.0,0.91,5.48
1,1.0,0.0,0.0,0.0,15.68,2.38
1,0.0,0.0,0.0,0.0,14.3,6.26
1,0.0,0.0,0.0,1.0,0.0,5.34
1,1.0,0.0,0.0,0.0,15.91,2.54
0,0.0,1.0,1.0,0.0,29.51,7.08
0,0.0,1.0,0.0,0.0,9.09,3.55
1,0.0,0.0,0.0,1.0,-0.17,4.01
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,0.0,0.0,13.11,2.56
1,0.0,0.0,0.0,0.0,10.64,2.65
0,0.0,0.0,1.0,0.0,20.3,7.18
1,0.0,0.0,0.0,0.0,12.14,2.71
1,0.0,0.0,0.0,0.0,14.3,2.6
1,0.0,0.0,0.0,0.0,17.26,6.26
1,0.0,0.0,1.0,0.0,18.58,4.89
1,0.0,0.0,0.0,0.0,11.65,2.58
1,0.0,0.0,0.0,1.0,9.61,3.02
0,0.0,0.0,1.0,0.0,16.36,4.97
1,0.0,0.0,0.0,0.0,18.36,2.27
1,0.0,0.0,0.0,0.0,10.13,2.71
1,0.0,0.0,0.0,0.0,21.56,2.5
1,0.0,0.0,0.0,0.0,8.82,6.74
1,0.0,0.0,0.0,0.0,18.58,2.57
1,0.0,0.0,0.0,1.0,15.45,5.1
0,0.0,1.0,1.0,0.0,22.59,7.35
1,0.0,0.0,0.0,0.0,2.47,4.99
1,0.0,0.0,0.0,0.0,33.98,2.55
0,0.0,0.0,0.0,0.0,5.72,3.64
0,0.0,0.0,1.0,0.0,9.61,5.47
0,0.0,1.0,0.0,1.0,22.39,4.63
0,0.0,1.0,0.0,0.0,10.64,2.83
0,0.0,1.0,1.0,0.0,22.8,8.99
1,0.0,0.0,1.0,0.0,25.22,4.67
0,0.0,1.0,0.0,0.0,13.59,4.06
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,0.0,0.0,21.14,3.51
1,0.0,0.0,0.0,1.0,12.14,3.17
0,0.0,1.0,1.0,0.0,24.02,4.62
0,0.0,0.0,0.0,0.0,13.59,6.74
1,0.0,0.0,0.0,1.0,13.59,3.37
0,0.0,1.0,0.0,1.0,21.56,3.37
0,0.0,0.0,0.0,1.0,14.99,3.48
1,0.0,0.0,1.0,0.0,16.81,6.01
1,0.0,0.0,0.0,0.0,14.3,2.86
1,0.0,0.0,0.0,0.0,2.47,3.11
1,0.0,0.0,0.0,0.0,14.53,2.57
0,0.0,1.0,1.0,0.0,23.62,6.1
1,0.0,0.0,1.0,0.0,17.7,1.91
1,0.0,0.0,0.0,0.0,23.62,2.77
0,0.0,1.0,0.0,1.0,15.45,4.47
0,0.0,0.0,0.0,0.0,9.09,2.44
1,0.0,0.0,0.0,0.0,11.65,2.91
1,0.0,0.0,0.0,0.0,11.15,2.57
1,0.0,0.0,0.0,0.0,14.3,2.57
0,0.0,1.0,1.0,0.0,27.2,7.18
0,0.0,1.0,0.0,1.0,14.06,4.63
1,0.0,0.0,0.0,0.0,17.7,2.57
0,0.0,0.0,0.0,0.0,12.63,3.02
1,0.0,0.0,0.0,1.0,15.45,3.02
1,0.0,0.0,0.0,0.0,14.06,2.4
0,1.0,1.0,0.0,0.0,20.3,4.85
1,0.0,0.0,0.0,1.0,14.99,3.37
0,0.0,0.0,1.0,0.0,11.15,4.91
0,0.0,0.0,0.0,0.0,8.28,4.43
1,0.0,0.0,1.0,0.0,14.53,4.91
1,1.0,0.0,0.0,0.0,17.26,2.54
1,1.0,0.0,0.0,0.0,18.36,2.56
0,0.0,1.0,0.0,0.0,23.62,2.39
1,1.0,0.0,0.0,1.0,29.51,2.89
1,0.0,0.0,0.0,0.0,14.99,2.71
0,0.0,1.0,0.0,0.0,12.63,3.28
1,0.0,0.0,0.0,0.0,8.55,2.81
0,1.0,0.0,0.0,0.0,16.36,2.52
1,0.0,0.0,0.0,1.0,14.53,4.84
0,0.0,1.0,0.0,0.0,10.64,2.44
1,0.0,0.0,0.0,0.0,12.14,4.48
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,1.0,0.0,23.21,4.63
0,0.0,1.0,1.0,0.0,13.11,7.15
1,0.0,0.0,0.0,1.0,29.89,4.63
0,0.0,1.0,1.0,0.0,23.62,6.44
0,0.0,1.0,0.0,1.0,13.59,4.75
1,1.0,0.0,0.0,1.0,18.58,3.28
1,0.0,0.0,0.0,0.0,12.14,2.44
0,0.0,0.0,0.0,0.0,14.99,2.58
0,0.0,1.0,0.0,0.0,22.8,2.44
1,0.0,0.0,1.0,0.0,26.8,6.38
1,0.0,0.0,0.0,0.0,5.72,1.3
0,0.0,1.0,1.0,0.0,24.02,5.02
1,0.0,0.0,1.0,0.0,12.14,6.45
0,0.0,1.0,1.0,0.0,24.02,10.37
1,0.0,0.0,0.0,0.0,24.83,3.56
0,0.0,0.0,1.0,0.0,12.63,6.47
1,0.0,0.0,0.0,0.0,12.87,2.44
1,0.0,0.0,1.0,0.0,21.14,4.94
1,0.0,0.0,0.0,0.0,10.13,4.28
1,0.0,0.0,0.0,1.0,24.83,4.63
1,0.0,0.0,0.0,1.0,13.59,5.01
0,0.0,1.0,0.0,0.0,17.7,4.18
0,0.0,1.0,0.0,0.0,17.7,4.43
1,0.0,0.0,1.0,0.0,16.36,6.31
1,0.0,0.0,0.0,0.0,10.9,2.44
0,0.0,0.0,0.0,0.0,12.63,2.6
0,0.0,0.0,0.0,0.0,12.14,2.71
1,0.0,0.0,0.0,0.0,14.06,2.86
1,0.0,0.0,0.0,0.0,14.3,6.26
1,0.0,0.0,0.0,0.0,20.3,3.42
1,0.0,0.0,1.0,0.0,23.41,4.67
1,0.0,0.0,0.0,0.0,21.14,2.56
0,0.0,1.0,0.0,1.0,16.36,3.37
0,0.0,1.0,1.0,0.0,22.8,6.1
1,0.0,0.0,0.0,0.0,14.06,2.58
1,0.0,0.0,1.0,0.0,22.8,4.89
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,1.0,1.0,0.0,28.74,6.97
0,0.0,1.0,0.0,0.0,19.01,3.72
1,0.0,0.0,1.0,0.0,13.59,6.4
1,0.0,0.0,0.0,1.0,14.99,3.62
0,0.0,0.0,0.0,1.0,11.65,4.39
0,0.0,0.0,1.0,0.0,15.45,10.37
1,0.0,0.0,0.0,1.0,15.91,3.68
1,1.0,0.0,0.0,0.0,6.31,4.85
1,0.0,0.0,0.0,0.0,18.58,2.57
1,0.0,0.0,0.0,0.0,14.06,2.52
1,0.0,0.0,0.0,0.0,14.99,3.74
0,0.0,0.0,1.0,0.0,19.01,10.37
1,0.0,0.0,0.0,0.0,10.13,2.57
1,0.0,0.0,0.0,1.0,17.26,3.43
1,0.0,0.0,0.0,0.0,10.64,2.54
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,1.0,0.0,8.01,10.37
0,0.0,1.0,0.0,1.0,17.26,4.22
0,1.0,0.0,0.0,0.0,10.64,2.57
1,0.0,0.0,1.0,0.0,23.62,5.63
1,0.0,0.0,1.0,0.0,16.81,4.81
0,0.0,1.0,1.0,0.0,28.74,10.37
0,1.0,0.0,0.0,0.0,13.59,2.54
1,0.0,0.0,0.0,0.0,12.14,2.57
0,0.0,0.0,0.0,0.0,15.91,2.58
1,0.0,0.0,1.0,0.0,15.68,4.75
0,0.0,0.0,1.0,0.0,18.58,9.71
1,0.0,0.0,1.0,0.0,17.48,9.71
1,0.0,0.0,0.0,0.0,14.3,2.6
0,0.0,1.0,1.0,0.0,26.8,4.6
1,0.0,0.0,0.0,1.0,16.36,3.37
0,1.0,0.0,0.0,0.0,13.59,2.54
1,0.0,0.0,0.0,0.0,3.84,3.64
1,0.0,0.0,1.0,0.0,31.39,9.85
1,0.0,0.0,1.0,0.0,24.42,4.63
1,0.0,0.0,0.0,0.0,14.3,2.57
1,1.0,0.0,0.0,1.0,29.12,3.05
1,0.0,0.0,0.0,0.0,14.76,3.55
0,1.0,0.0,0.0,0.0,14.99,2.57
0,0.0,0.0,0.0,0.0,10.64,2.6
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,0.0,1.0,0.91,4.39
0,0.0,1.0,0.0,0.0,12.63,3.48
1,0.0,0.0,0.0,0.0,14.3,2.55
0,0.0,1.0,1.0,0.0,14.99,6.07
1,0.0,0.0,0.0,0.0,14.3,2.6
1,0.0,0.0,1.0,0.0,14.06,4.63
1,0.0,0.0,0.0,0.0,14.06,2.55
0,0.0,1.0,1.0,0.0,34.71,7.05
1,0.0,0.0,0.0,0.0,15.91,2.58
0,0.0,0.0,0.0,0.0,11.65,2.56
1,0.0,0.0,0.0,0.0,17.7,2.6
0,0.0,1.0,1.0,0.0,21.97,6.22
1,0.0,0.0,0.0,1.0,14.99,4.63
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,0.0,14.53,2.55
0,0.0,1.0,0.0,0.0,9.61,2.69
1,0.0,0.0,0.0,0.0,15.45,4.35
1,1.0,0.0,0.0,0.0,12.14,2.56
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,0.0,14.3,2.72
1,0.0,0.0,0.0,1.0,10.9,3.37
1,0.0,0.0,0.0,1.0,21.14,3.62
0,1.0,0.0,0.0,0.0,12.63,2.55
0,0.0,0.0,1.0,0.0,19.01,5.02
0,1.0,0.0,0.0,0.0,10.9,2.45
0,0.0,1.0,1.0,0.0,29.89,9.85
1,0.0,0.0,0.0,0.0,10.64,3.55
1,0.0,0.0,0.0,0.0,14.41,2.27
0,0.0,0.0,0.0,0.0,0.0,3.8
1,0.0,0.0,1.0,0.0,19.01,6.93
0,0.0,1.0,0.0,1.0,15.91,4.63
0,0.0,0.0,0.0,1.0,7.45,3.7
1,1.0,0.0,0.0,0.0,16.36,2.54
0,0.0,1.0,1.0,0.0,18.58,6.31
1,0.0,0.0,0.0,0.0,15.45,2.44
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,0.0,0.0,0.0,10.13,3.74
1,0.0,0.0,0.0,0.0,12.63,2.55
0,1.0,0.0,0.0,0.0,14.53,4.41
1,0.0,0.0,0.0,1.0,21.56,3.37
1,0.0,0.0,0.0,0.0,13.59,2.6
1,0.0,0.0,0.0,0.0,17.26,2.6
1,0.0,0.0,1.0,0.0,26.02,4.81
0,0.0,1.0,0.0,0.0,18.36,4.59
1,0.0,0.0,0.0,0.0,14.76,2.27
1,0.0,0.0,0.0,0.0,21.97,2.57
1,0.0,0.0,0.0,0.0,13.59,2.56
1,0.0,0.0,0.0,0.0,14.76,2.44
1,0.0,0.0,0.0,1.0,14.53,3.37
0,0.0,0.0,0.0,0.0,13.11,2.6
1,0.0,0.0,0.0,0.0,20.72,5.84
0,0.0,0.0,0.0,0.0,6.31,5.84
0,0.0,0.0,1.0,0.0,17.7,8.75
1,0.0,0.0,1.0,0.0,29.12,10.37
1,0.0,0.0,0.0,1.0,15.45,4.63
1,0.0,0.0,1.0,0.0,21.56,4.67
1,0.0,0.0,0.0,0.0,16.81,3.94
1,0.0,0.0,1.0,0.0,23.41,6.07
1,0.0,0.0,0.0,0.0,12.63,2.6
1,0.0,0.0,1.0,0.0,23.41,4.67
1,0.0,0.0,0.0,1.0,16.36,4.63
0,0.0,1.0,1.0,0.0,13.11,7.18
1,0.0,0.0,0.0,0.0,14.41,2.57
1,0.0,0.0,0.0,0.0,28.93,2.57
0,0.0,1.0,0.0,0.0,19.01,3.26
1,0.0,0.0,0.0,0.0,8.01,5.0
1,0.0,0.0,0.0,0.0,13.59,2.5
0,0.0,0.0,1.0,0.0,15.91,9.85
0,0.0,0.0,0.0,0.0,13.11,2.56
1,0.0,0.0,1.0,0.0,21.56,4.67
0,0.0,1.0,0.0,0.0,14.53,3.47
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,0.0,0.0,4.49,3.64
0,0.0,0.0,0.0,1.0,14.53,3.43
1,0.0,0.0,0.0,0.0,14.3,2.39
1,0.0,0.0,0.0,1.0,21.14,3.37
0,0.0,1.0,0.0,0.0,14.53,4.31
1,0.0,0.0,1.0,0.0,24.02,6.01
1,0.0,0.0,0.0,0.0,10.64,5.18
0,0.0,1.0,1.0,0.0,26.41,4.75
0,0.0,0.0,0.0,0.0,12.63,2.77
1,0.0,0.0,0.0,0.0,14.3,2.5
1,0.0,0.0,0.0,0.0,14.99,2.44
1,0.0,0.0,0.0,0.0,13.11,3.48
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,0.0,0.0,20.72,5.0
0,0.0,0.0,0.0,1.0,9.09,5.45
0,0.0,0.0,0.0,1.0,11.65,5.32
1,0.0,0.0,1.0,0.0,26.41,6.22
0,0.0,1.0,0.0,1.0,19.01,5.45
